line,group_id,company,accident_year,exposure
ppauto,266,Public Underwriters Grp,1988,113
ppauto,266,Public Underwriters Grp,1989,5238
ppauto,266,Public Underwriters Grp,1990,12951
ppauto,266,Public Underwriters Grp,1991,23732
ppauto,266,Public Underwriters Grp,1992,20380
ppauto,266,Public Underwriters Grp,1993,22761
ppauto,266,Public Underwriters Grp,1994,29882
ppauto,266,Public Underwriters Grp,1995,38581
ppauto,266,Public Underwriters Grp,1996,33672
ppauto,266,Public Underwriters Grp,1997,51265
ppauto,353,Celina Mut Grp,1988,13996
ppauto,353,Celina Mut Grp,1989,13501
ppauto,353,Celina Mut Grp,1990,15642
ppauto,353,Celina Mut Grp,1991,16128
ppauto,353,Celina Mut Grp,1992,15357
ppauto,353,Celina Mut Grp,1993,19310
ppauto,353,Celina Mut Grp,1994,15952
ppauto,353,Celina Mut Grp,1995,13714
ppauto,353,Celina Mut Grp,1996,15746
ppauto,353,Celina Mut Grp,1997,15715
ppauto,388,Federal Ins Co Grp,1988,83473
ppauto,388,Federal Ins Co Grp,1989,91800
ppauto,388,Federal Ins Co Grp,1990,95877
ppauto,388,Federal Ins Co Grp,1991,99256
ppauto,388,Federal Ins Co Grp,1992,96170
ppauto,388,Federal Ins Co Grp,1993,139038
ppauto,388,Federal Ins Co Grp,1994,152174
ppauto,388,Federal Ins Co Grp,1995,167833
ppauto,388,Federal Ins Co Grp,1996,180523
ppauto,388,Federal Ins Co Grp,1997,164717
ppauto,460,Buckeye Ins Grp,1988,178
ppauto,460,Buckeye Ins Grp,1989,481
ppauto,460,Buckeye Ins Grp,1990,681
ppauto,460,Buckeye Ins Grp,1991,1348
ppauto,460,Buckeye Ins Grp,1992,2066
ppauto,460,Buckeye Ins Grp,1993,2279
ppauto,460,Buckeye Ins Grp,1994,2089
ppauto,460,Buckeye Ins Grp,1995,2917
ppauto,460,Buckeye Ins Grp,1996,3466
ppauto,460,Buckeye Ins Grp,1997,3407
ppauto,620,Employers Mut Co Of Des Moines,1988,48731
ppauto,620,Employers Mut Co Of Des Moines,1989,49951
ppauto,620,Employers Mut Co Of Des Moines,1990,52434
ppauto,620,Employers Mut Co Of Des Moines,1991,58191
ppauto,620,Employers Mut Co Of Des Moines,1992,61873
ppauto,620,Employers Mut Co Of Des Moines,1993,63614
ppauto,620,Employers Mut Co Of Des Moines,1994,63807
ppauto,620,Employers Mut Co Of Des Moines,1995,61157
ppauto,620,Employers Mut Co Of Des Moines,1996,62146
ppauto,620,Employers Mut Co Of Des Moines,1997,68003
ppauto,671,Farm Bureau Of MI Grp,1988,30078
ppauto,671,Farm Bureau Of MI Grp,1989,33867
ppauto,671,Farm Bureau Of MI Grp,1990,33517
ppauto,671,Farm Bureau Of MI Grp,1991,34867
ppauto,671,Farm Bureau Of MI Grp,1992,42575
ppauto,671,Farm Bureau Of MI Grp,1993,42735
ppauto,671,Farm Bureau Of MI Grp,1994,44418
ppauto,671,Farm Bureau Of MI Grp,1995,52748
ppauto,671,Farm Bureau Of MI Grp,1996,59671
ppauto,671,Farm Bureau Of MI Grp,1997,65203
ppauto,692,Wawanesa Ins Grp,1988,18728
ppauto,692,Wawanesa Ins Grp,1989,21463
ppauto,692,Wawanesa Ins Grp,1990,26610
ppauto,692,Wawanesa Ins Grp,1991,28289
ppauto,692,Wawanesa Ins Grp,1992,33472
ppauto,692,Wawanesa Ins Grp,1993,35908
ppauto,692,Wawanesa Ins Grp,1994,40999
ppauto,692,Wawanesa Ins Grp,1995,47455
ppauto,692,Wawanesa Ins Grp,1996,55719
ppauto,692,Wawanesa Ins Grp,1997,68822
ppauto,715,West Bend Mut Ins Grp,1988,12072
ppauto,715,West Bend Mut Ins Grp,1989,13262
ppauto,715,West Bend Mut Ins Grp,1990,15077
ppauto,715,West Bend Mut Ins Grp,1991,16154
ppauto,715,West Bend Mut Ins Grp,1992,18695
ppauto,715,West Bend Mut Ins Grp,1993,21376
ppauto,715,West Bend Mut Ins Grp,1994,22546
ppauto,715,West Bend Mut Ins Grp,1995,24705
ppauto,715,West Bend Mut Ins Grp,1996,29947
ppauto,715,West Bend Mut Ins Grp,1997,36682
ppauto,965,Secura Ins Co,1988,33640
ppauto,965,Secura Ins Co,1989,37103
ppauto,965,Secura Ins Co,1990,41293
ppauto,965,Secura Ins Co,1991,40653
ppauto,965,Secura Ins Co,1992,44202
ppauto,965,Secura Ins Co,1993,47180
ppauto,965,Secura Ins Co,1994,47639
ppauto,965,Secura Ins Co,1995,53158
ppauto,965,Secura Ins Co,1996,39694
ppauto,965,Secura Ins Co,1997,17641
ppauto,1066,Island Ins Cos Grp,1988,24988
ppauto,1066,Island Ins Cos Grp,1989,26082
ppauto,1066,Island Ins Cos Grp,1990,29606
ppauto,1066,Island Ins Cos Grp,1991,33802
ppauto,1066,Island Ins Cos Grp,1992,37261
ppauto,1066,Island Ins Cos Grp,1993,35849
ppauto,1066,Island Ins Cos Grp,1994,35053
ppauto,1066,Island Ins Cos Grp,1995,33254
ppauto,1066,Island Ins Cos Grp,1996,29101
ppauto,1066,Island Ins Cos Grp,1997,29149
ppauto,1090,Kentucky Farm Bureau Mut Ins Grp,1988,70105
ppauto,1090,Kentucky Farm Bureau Mut Ins Grp,1989,80134
ppauto,1090,Kentucky Farm Bureau Mut Ins Grp,1990,92212
ppauto,1090,Kentucky Farm Bureau Mut Ins Grp,1991,108031
ppauto,1090,Kentucky Farm Bureau Mut Ins Grp,1992,127203
ppauto,1090,Kentucky Farm Bureau Mut Ins Grp,1993,143675
ppauto,1090,Kentucky Farm Bureau Mut Ins Grp,1994,148132
ppauto,1090,Kentucky Farm Bureau Mut Ins Grp,1995,164412
ppauto,1090,Kentucky Farm Bureau Mut Ins Grp,1996,177000
ppauto,1090,Kentucky Farm Bureau Mut Ins Grp,1997,185064
ppauto,1252,Penn Miller Grp,1988,258
ppauto,1252,Penn Miller Grp,1989,371
ppauto,1252,Penn Miller Grp,1990,236
ppauto,1252,Penn Miller Grp,1991,290
ppauto,1252,Penn Miller Grp,1992,505
ppauto,1252,Penn Miller Grp,1993,627
ppauto,1252,Penn Miller Grp,1994,6
ppauto,1252,Penn Miller Grp,1995,1
ppauto,1252,Penn Miller Grp,1996,27
ppauto,1252,Penn Miller Grp,1997,0
ppauto,1279,American Modern Ins Grp Inc,1988,0
ppauto,1279,American Modern Ins Grp Inc,1989,0
ppauto,1279,American Modern Ins Grp Inc,1990,0
ppauto,1279,American Modern Ins Grp Inc,1991,0
ppauto,1279,American Modern Ins Grp Inc,1992,0
ppauto,1279,American Modern Ins Grp Inc,1993,0
ppauto,1279,American Modern Ins Grp Inc,1994,23
ppauto,1279,American Modern Ins Grp Inc,1995,345
ppauto,1279,American Modern Ins Grp Inc,1996,898
ppauto,1279,American Modern Ins Grp Inc,1997,1271
ppauto,1538,Farmers Automobile Grp,1988,28355
ppauto,1538,Farmers Automobile Grp,1989,31312
ppauto,1538,Farmers Automobile Grp,1990,36707
ppauto,1538,Farmers Automobile Grp,1991,40265
ppauto,1538,Farmers Automobile Grp,1992,42570
ppauto,1538,Farmers Automobile Grp,1993,42879
ppauto,1538,Farmers Automobile Grp,1994,43684
ppauto,1538,Farmers Automobile Grp,1995,44500
ppauto,1538,Farmers Automobile Grp,1996,45276
ppauto,1538,Farmers Automobile Grp,1997,47331
ppauto,1716,Germania Ins Grp,1988,2894
ppauto,1716,Germania Ins Grp,1989,3329
ppauto,1716,Germania Ins Grp,1990,5904
ppauto,1716,Germania Ins Grp,1991,7917
ppauto,1716,Germania Ins Grp,1992,9140
ppauto,1716,Germania Ins Grp,1993,10763
ppauto,1716,Germania Ins Grp,1994,12738
ppauto,1716,Germania Ins Grp,1995,15809
ppauto,1716,Germania Ins Grp,1996,16641
ppauto,1716,Germania Ins Grp,1997,19720
ppauto,1767,State Farm Mut Grp,1988,7809394
ppauto,1767,State Farm Mut Grp,1989,8764863
ppauto,1767,State Farm Mut Grp,1990,9796463
ppauto,1767,State Farm Mut Grp,1991,10594952
ppauto,1767,State Farm Mut Grp,1992,11457922
ppauto,1767,State Farm Mut Grp,1993,12240633
ppauto,1767,State Farm Mut Grp,1994,13277675
ppauto,1767,State Farm Mut Grp,1995,14125898
ppauto,1767,State Farm Mut Grp,1996,14664665
ppauto,1767,State Farm Mut Grp,1997,14923375
ppauto,2003,United Services Automobile Asn Grp,1988,1106097
ppauto,2003,United Services Automobile Asn Grp,1989,1195676
ppauto,2003,United Services Automobile Asn Grp,1990,1331317
ppauto,2003,United Services Automobile Asn Grp,1991,1517404
ppauto,2003,United Services Automobile Asn Grp,1992,1749378
ppauto,2003,United Services Automobile Asn Grp,1993,1964229
ppauto,2003,United Services Automobile Asn Grp,1994,2104556
ppauto,2003,United Services Automobile Asn Grp,1995,2156649
ppauto,2003,United Services Automobile Asn Grp,1996,2170004
ppauto,2003,United Services Automobile Asn Grp,1997,2187056
ppauto,2143,Farmers Alliance Mut & Affiliates,1988,14184
ppauto,2143,Farmers Alliance Mut & Affiliates,1989,15920
ppauto,2143,Farmers Alliance Mut & Affiliates,1990,17458
ppauto,2143,Farmers Alliance Mut & Affiliates,1991,18846
ppauto,2143,Farmers Alliance Mut & Affiliates,1992,20632
ppauto,2143,Farmers Alliance Mut & Affiliates,1993,21442
ppauto,2143,Farmers Alliance Mut & Affiliates,1994,17960
ppauto,2143,Farmers Alliance Mut & Affiliates,1995,16431
ppauto,2143,Farmers Alliance Mut & Affiliates,1996,15961
ppauto,2143,Farmers Alliance Mut & Affiliates,1997,15483
ppauto,2208,Oklahoma Farm Grp,1988,9952
ppauto,2208,Oklahoma Farm Grp,1989,10490
ppauto,2208,Oklahoma Farm Grp,1990,13790
ppauto,2208,Oklahoma Farm Grp,1991,15708
ppauto,2208,Oklahoma Farm Grp,1992,20330
ppauto,2208,Oklahoma Farm Grp,1993,26110
ppauto,2208,Oklahoma Farm Grp,1994,34632
ppauto,2208,Oklahoma Farm Grp,1995,37134
ppauto,2208,Oklahoma Farm Grp,1996,37790
ppauto,2208,Oklahoma Farm Grp,1997,39114
ppauto,2259,Occidental Fire & Cas Co Grp,1988,0
ppauto,2259,Occidental Fire & Cas Co Grp,1989,752
ppauto,2259,Occidental Fire & Cas Co Grp,1990,2203
ppauto,2259,Occidental Fire & Cas Co Grp,1991,6362
ppauto,2259,Occidental Fire & Cas Co Grp,1992,12471
ppauto,2259,Occidental Fire & Cas Co Grp,1993,7987
ppauto,2259,Occidental Fire & Cas Co Grp,1994,3876
ppauto,2259,Occidental Fire & Cas Co Grp,1995,4355
ppauto,2259,Occidental Fire & Cas Co Grp,1996,6315
ppauto,2259,Occidental Fire & Cas Co Grp,1997,8261
ppauto,3131,Aegis Grp,1988,964
ppauto,3131,Aegis Grp,1989,1300
ppauto,3131,Aegis Grp,1990,1206
ppauto,3131,Aegis Grp,1991,1054
ppauto,3131,Aegis Grp,1992,0
ppauto,3131,Aegis Grp,1993,0
ppauto,3131,Aegis Grp,1994,0
ppauto,3131,Aegis Grp,1995,0
ppauto,3131,Aegis Grp,1996,0
ppauto,3131,Aegis Grp,1997,0
ppauto,3240,NC Farm Bureau Ins Grp,1988,81870
ppauto,3240,NC Farm Bureau Ins Grp,1989,96493
ppauto,3240,NC Farm Bureau Ins Grp,1990,109031
ppauto,3240,NC Farm Bureau Ins Grp,1991,128187
ppauto,3240,NC Farm Bureau Ins Grp,1992,129435
ppauto,3240,NC Farm Bureau Ins Grp,1993,140484
ppauto,3240,NC Farm Bureau Ins Grp,1994,154420
ppauto,3240,NC Farm Bureau Ins Grp,1995,180118
ppauto,3240,NC Farm Bureau Ins Grp,1996,190680
ppauto,3240,NC Farm Bureau Ins Grp,1997,197917
ppauto,3492,Florists Mut Ins Grp,1988,0
ppauto,3492,Florists Mut Ins Grp,1989,0
ppauto,3492,Florists Mut Ins Grp,1990,0
ppauto,3492,Florists Mut Ins Grp,1991,0
ppauto,3492,Florists Mut Ins Grp,1992,0
ppauto,3492,Florists Mut Ins Grp,1993,0
ppauto,3492,Florists Mut Ins Grp,1994,0
ppauto,3492,Florists Mut Ins Grp,1995,0
ppauto,3492,Florists Mut Ins Grp,1996,5
ppauto,3492,Florists Mut Ins Grp,1997,13
ppauto,4839,FL Farm Bureau Grp,1988,258278
ppauto,4839,FL Farm Bureau Grp,1989,277280
ppauto,4839,FL Farm Bureau Grp,1990,316221
ppauto,4839,FL Farm Bureau Grp,1991,359146
ppauto,4839,FL Farm Bureau Grp,1992,407777
ppauto,4839,FL Farm Bureau Grp,1993,440132
ppauto,4839,FL Farm Bureau Grp,1994,468723
ppauto,4839,FL Farm Bureau Grp,1995,499637
ppauto,4839,FL Farm Bureau Grp,1996,517336
ppauto,4839,FL Farm Bureau Grp,1997,533638
ppauto,5185,Grinnell Mut Grp,1988,20479
ppauto,5185,Grinnell Mut Grp,1989,23357
ppauto,5185,Grinnell Mut Grp,1990,26354
ppauto,5185,Grinnell Mut Grp,1991,31425
ppauto,5185,Grinnell Mut Grp,1992,34782
ppauto,5185,Grinnell Mut Grp,1993,36043
ppauto,5185,Grinnell Mut Grp,1994,38879
ppauto,5185,Grinnell Mut Grp,1995,42210
ppauto,5185,Grinnell Mut Grp,1996,45527
ppauto,5185,Grinnell Mut Grp,1997,52707
ppauto,5320,Cameron Mut Grp,1988,15069
ppauto,5320,Cameron Mut Grp,1989,15896
ppauto,5320,Cameron Mut Grp,1990,17367
ppauto,5320,Cameron Mut Grp,1991,16801
ppauto,5320,Cameron Mut Grp,1992,15893
ppauto,5320,Cameron Mut Grp,1993,14571
ppauto,5320,Cameron Mut Grp,1994,14350
ppauto,5320,Cameron Mut Grp,1995,14519
ppauto,5320,Cameron Mut Grp,1996,13635
ppauto,5320,Cameron Mut Grp,1997,9336
ppauto,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1988,1128
ppauto,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1989,1371
ppauto,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1990,1589
ppauto,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1991,1861
ppauto,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1992,1926
ppauto,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1993,2147
ppauto,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1994,2441
ppauto,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1995,2691
ppauto,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1996,3200
ppauto,5690,Farmers Mtl Hail Ins Co Of Ia Grp,1997,3715
ppauto,6807,Amerisafe Grp,1988,1558
ppauto,6807,Amerisafe Grp,1989,1012
ppauto,6807,Amerisafe Grp,1990,845
ppauto,6807,Amerisafe Grp,1991,196
ppauto,6807,Amerisafe Grp,1992,21
ppauto,6807,Amerisafe Grp,1993,1660
ppauto,6807,Amerisafe Grp,1994,4313
ppauto,6807,Amerisafe Grp,1995,2654
ppauto,6807,Amerisafe Grp,1996,1582
ppauto,6807,Amerisafe Grp,1997,357
ppauto,6947,Tenn Farmers Mut,1988,63660
ppauto,6947,Tenn Farmers Mut,1989,65223
ppauto,6947,Tenn Farmers Mut,1990,79152
ppauto,6947,Tenn Farmers Mut,1991,90517
ppauto,6947,Tenn Farmers Mut,1992,95271
ppauto,6947,Tenn Farmers Mut,1993,109326
ppauto,6947,Tenn Farmers Mut,1994,129496
ppauto,6947,Tenn Farmers Mut,1995,139728
ppauto,6947,Tenn Farmers Mut,1996,150788
ppauto,6947,Tenn Farmers Mut,1997,165412
ppauto,7080,New Jersey Manufacturers Grp,1988,91247
ppauto,7080,New Jersey Manufacturers Grp,1989,89687
ppauto,7080,New Jersey Manufacturers Grp,1990,106874
ppauto,7080,New Jersey Manufacturers Grp,1991,140397
ppauto,7080,New Jersey Manufacturers Grp,1992,170136
ppauto,7080,New Jersey Manufacturers Grp,1993,175761
ppauto,7080,New Jersey Manufacturers Grp,1994,193091
ppauto,7080,New Jersey Manufacturers Grp,1995,254431
ppauto,7080,New Jersey Manufacturers Grp,1996,280692
ppauto,7080,New Jersey Manufacturers Grp,1997,323340
ppauto,7480,Star Ins Grp,1988,575
ppauto,7480,Star Ins Grp,1989,438
ppauto,7480,Star Ins Grp,1990,0
ppauto,7480,Star Ins Grp,1991,0
ppauto,7480,Star Ins Grp,1992,0
ppauto,7480,Star Ins Grp,1993,0
ppauto,7480,Star Ins Grp,1994,0
ppauto,7480,Star Ins Grp,1995,0
ppauto,7480,Star Ins Grp,1996,0
ppauto,7480,Star Ins Grp,1997,0
ppauto,7676,Pennsylvania Mfg Asn Ins Co,1988,0
ppauto,7676,Pennsylvania Mfg Asn Ins Co,1989,8
ppauto,7676,Pennsylvania Mfg Asn Ins Co,1990,0
ppauto,7676,Pennsylvania Mfg Asn Ins Co,1991,0
ppauto,7676,Pennsylvania Mfg Asn Ins Co,1992,0
ppauto,7676,Pennsylvania Mfg Asn Ins Co,1993,0
ppauto,7676,Pennsylvania Mfg Asn Ins Co,1994,0
ppauto,7676,Pennsylvania Mfg Asn Ins Co,1995,0
ppauto,7676,Pennsylvania Mfg Asn Ins Co,1996,0
ppauto,7676,Pennsylvania Mfg Asn Ins Co,1997,2240
ppauto,8427,Farm Bureau Grp,1988,8672
ppauto,8427,Farm Bureau Grp,1989,10627
ppauto,8427,Farm Bureau Grp,1990,11117
ppauto,8427,Farm Bureau Grp,1991,12304
ppauto,8427,Farm Bureau Grp,1992,14095
ppauto,8427,Farm Bureau Grp,1993,16245
ppauto,8427,Farm Bureau Grp,1994,18726
ppauto,8427,Farm Bureau Grp,1995,20795
ppauto,8427,Farm Bureau Grp,1996,21751
ppauto,8427,Farm Bureau Grp,1997,22871
ppauto,8559,Millers Mut Ins Assoc,1988,13624
ppauto,8559,Millers Mut Ins Assoc,1989,15622
ppauto,8559,Millers Mut Ins Assoc,1990,15771
ppauto,8559,Millers Mut Ins Assoc,1991,16045
ppauto,8559,Millers Mut Ins Assoc,1992,15186
ppauto,8559,Millers Mut Ins Assoc,1993,15647
ppauto,8559,Millers Mut Ins Assoc,1994,16257
ppauto,8559,Millers Mut Ins Assoc,1995,16545
ppauto,8559,Millers Mut Ins Assoc,1996,16948
ppauto,8559,Millers Mut Ins Assoc,1997,14098
ppauto,8672,Protective Ins Grp,1988,0
ppauto,8672,Protective Ins Grp,1989,0
ppauto,8672,Protective Ins Grp,1990,0
ppauto,8672,Protective Ins Grp,1991,0
ppauto,8672,Protective Ins Grp,1992,0
ppauto,8672,Protective Ins Grp,1993,0
ppauto,8672,Protective Ins Grp,1994,0
ppauto,8672,Protective Ins Grp,1995,1161
ppauto,8672,Protective Ins Grp,1996,6442
ppauto,8672,Protective Ins Grp,1997,11558
ppauto,9466,Lumber Ins Cos,1988,155
ppauto,9466,Lumber Ins Cos,1989,13
ppauto,9466,Lumber Ins Cos,1990,0
ppauto,9466,Lumber Ins Cos,1991,0
ppauto,9466,Lumber Ins Cos,1992,0
ppauto,9466,Lumber Ins Cos,1993,0
ppauto,9466,Lumber Ins Cos,1994,0
ppauto,9466,Lumber Ins Cos,1995,0
ppauto,9466,Lumber Ins Cos,1996,0
ppauto,9466,Lumber Ins Cos,1997,0
ppauto,10007,Nevada General Ins Co,1988,0
ppauto,10007,Nevada General Ins Co,1989,0
ppauto,10007,Nevada General Ins Co,1990,0
ppauto,10007,Nevada General Ins Co,1991,0
ppauto,10007,Nevada General Ins Co,1992,0
ppauto,10007,Nevada General Ins Co,1993,0
ppauto,10007,Nevada General Ins Co,1994,4660
ppauto,10007,Nevada General Ins Co,1995,7963
ppauto,10007,Nevada General Ins Co,1996,8830
ppauto,10007,Nevada General Ins Co,1997,9230
ppauto,10019,Overseas Partners Us Reins Co,1988,0
ppauto,10019,Overseas Partners Us Reins Co,1989,0
ppauto,10019,Overseas Partners Us Reins Co,1990,0
ppauto,10019,Overseas Partners Us Reins Co,1991,0
ppauto,10019,Overseas Partners Us Reins Co,1992,0
ppauto,10019,Overseas Partners Us Reins Co,1993,0
ppauto,10019,Overseas Partners Us Reins Co,1994,0
ppauto,10019,Overseas Partners Us Reins Co,1995,334
ppauto,10019,Overseas Partners Us Reins Co,1996,2405
ppauto,10019,Overseas Partners Us Reins Co,1997,3905
ppauto,10022,Agway Ins Co,1988,8922
ppauto,10022,Agway Ins Co,1989,7648
ppauto,10022,Agway Ins Co,1990,7889
ppauto,10022,Agway Ins Co,1991,7949
ppauto,10022,Agway Ins Co,1992,7485
ppauto,10022,Agway Ins Co,1993,7280
ppauto,10022,Agway Ins Co,1994,7519
ppauto,10022,Agway Ins Co,1995,7072
ppauto,10022,Agway Ins Co,1996,5519
ppauto,10022,Agway Ins Co,1997,6795
ppauto,10049,All Nation Ins Co,1988,9273
ppauto,10049,All Nation Ins Co,1989,9102
ppauto,10049,All Nation Ins Co,1990,9234
ppauto,10049,All Nation Ins Co,1991,9775
ppauto,10049,All Nation Ins Co,1992,13230
ppauto,10049,All Nation Ins Co,1993,16024
ppauto,10049,All Nation Ins Co,1994,12900
ppauto,10049,All Nation Ins Co,1995,14988
ppauto,10049,All Nation Ins Co,1996,7807
ppauto,10049,All Nation Ins Co,1997,779
ppauto,10204,Consumers Ins Usa Inc,1988,0
ppauto,10204,Consumers Ins Usa Inc,1989,0
ppauto,10204,Consumers Ins Usa Inc,1990,0
ppauto,10204,Consumers Ins Usa Inc,1991,0
ppauto,10204,Consumers Ins Usa Inc,1992,0
ppauto,10204,Consumers Ins Usa Inc,1993,0
ppauto,10204,Consumers Ins Usa Inc,1994,0
ppauto,10204,Consumers Ins Usa Inc,1995,143
ppauto,10204,Consumers Ins Usa Inc,1996,827
ppauto,10204,Consumers Ins Usa Inc,1997,907
ppauto,10308,Antilles Ins Co,1988,235
ppauto,10308,Antilles Ins Co,1989,166
ppauto,10308,Antilles Ins Co,1990,-51
ppauto,10308,Antilles Ins Co,1991,124
ppauto,10308,Antilles Ins Co,1992,124
ppauto,10308,Antilles Ins Co,1993,131
ppauto,10308,Antilles Ins Co,1994,178
ppauto,10308,Antilles Ins Co,1995,212
ppauto,10308,Antilles Ins Co,1996,180
ppauto,10308,Antilles Ins Co,1997,143
ppauto,10336,Usauto Ins Co,1988,0
ppauto,10336,Usauto Ins Co,1989,0
ppauto,10336,Usauto Ins Co,1990,0
ppauto,10336,Usauto Ins Co,1991,0
ppauto,10336,Usauto Ins Co,1992,0
ppauto,10336,Usauto Ins Co,1993,0
ppauto,10336,Usauto Ins Co,1994,0
ppauto,10336,Usauto Ins Co,1995,27
ppauto,10336,Usauto Ins Co,1996,482
ppauto,10336,Usauto Ins Co,1997,959
ppauto,10783,Cornerstone Natl Ins Co,1988,0
ppauto,10783,Cornerstone Natl Ins Co,1989,0
ppauto,10783,Cornerstone Natl Ins Co,1990,0
ppauto,10783,Cornerstone Natl Ins Co,1991,0
ppauto,10783,Cornerstone Natl Ins Co,1992,0
ppauto,10783,Cornerstone Natl Ins Co,1993,0
ppauto,10783,Cornerstone Natl Ins Co,1994,0
ppauto,10783,Cornerstone Natl Ins Co,1995,0
ppauto,10783,Cornerstone Natl Ins Co,1996,0
ppauto,10783,Cornerstone Natl Ins Co,1997,1232
ppauto,10790,American Vehicle Ins Co,1988,12571
ppauto,10790,American Vehicle Ins Co,1989,13461
ppauto,10790,American Vehicle Ins Co,1990,13371
ppauto,10790,American Vehicle Ins Co,1991,25293
ppauto,10790,American Vehicle Ins Co,1992,30011
ppauto,10790,American Vehicle Ins Co,1993,21223
ppauto,10790,American Vehicle Ins Co,1994,13201
ppauto,10790,American Vehicle Ins Co,1995,129
ppauto,10790,American Vehicle Ins Co,1996,292
ppauto,10790,American Vehicle Ins Co,1997,3789
ppauto,11037,Eveready Ins Co,1988,4852
ppauto,11037,Eveready Ins Co,1989,5531
ppauto,11037,Eveready Ins Co,1990,5352
ppauto,11037,Eveready Ins Co,1991,6815
ppauto,11037,Eveready Ins Co,1992,5555
ppauto,11037,Eveready Ins Co,1993,4895
ppauto,11037,Eveready Ins Co,1994,4763
ppauto,11037,Eveready Ins Co,1995,4727
ppauto,11037,Eveready Ins Co,1996,3200
ppauto,11037,Eveready Ins Co,1997,3525
ppauto,11126,Yasuda Fire & Marine Ins Co Of Amer,1988,1942
ppauto,11126,Yasuda Fire & Marine Ins Co Of Amer,1989,2498
ppauto,11126,Yasuda Fire & Marine Ins Co Of Amer,1990,2374
ppauto,11126,Yasuda Fire & Marine Ins Co Of Amer,1991,1942
ppauto,11126,Yasuda Fire & Marine Ins Co Of Amer,1992,2013
ppauto,11126,Yasuda Fire & Marine Ins Co Of Amer,1993,898
ppauto,11126,Yasuda Fire & Marine Ins Co Of Amer,1994,1003
ppauto,11126,Yasuda Fire & Marine Ins Co Of Amer,1995,1104
ppauto,11126,Yasuda Fire & Marine Ins Co Of Amer,1996,1497
ppauto,11126,Yasuda Fire & Marine Ins Co Of Amer,1997,1808
ppauto,11150,First Amer Ins Co,1988,-30
ppauto,11150,First Amer Ins Co,1989,1320
ppauto,11150,First Amer Ins Co,1990,4446
ppauto,11150,First Amer Ins Co,1991,11202
ppauto,11150,First Amer Ins Co,1992,5547
ppauto,11150,First Amer Ins Co,1993,2933
ppauto,11150,First Amer Ins Co,1994,4277
ppauto,11150,First Amer Ins Co,1995,1761
ppauto,11150,First Amer Ins Co,1996,1918
ppauto,11150,First Amer Ins Co,1997,2848
ppauto,11231,Generali Us Branch,1988,634
ppauto,11231,Generali Us Branch,1989,882
ppauto,11231,Generali Us Branch,1990,3585
ppauto,11231,Generali Us Branch,1991,21166
ppauto,11231,Generali Us Branch,1992,23046
ppauto,11231,Generali Us Branch,1993,24501
ppauto,11231,Generali Us Branch,1994,25342
ppauto,11231,Generali Us Branch,1995,30964
ppauto,11231,Generali Us Branch,1996,19804
ppauto,11231,Generali Us Branch,1997,24324
ppauto,11460,Homestead Ins Co,1988,0
ppauto,11460,Homestead Ins Co,1989,0
ppauto,11460,Homestead Ins Co,1990,270
ppauto,11460,Homestead Ins Co,1991,672
ppauto,11460,Homestead Ins Co,1992,0
ppauto,11460,Homestead Ins Co,1993,804
ppauto,11460,Homestead Ins Co,1994,3141
ppauto,11460,Homestead Ins Co,1995,2405
ppauto,11460,Homestead Ins Co,1996,-19
ppauto,11460,Homestead Ins Co,1997,0
ppauto,11819,Manhattan Re Ins Co,1988,9
ppauto,11819,Manhattan Re Ins Co,1989,7
ppauto,11819,Manhattan Re Ins Co,1990,8
ppauto,11819,Manhattan Re Ins Co,1991,7
ppauto,11819,Manhattan Re Ins Co,1992,5
ppauto,11819,Manhattan Re Ins Co,1993,9
ppauto,11819,Manhattan Re Ins Co,1994,9
ppauto,11819,Manhattan Re Ins Co,1995,6
ppauto,11819,Manhattan Re Ins Co,1996,0
ppauto,11819,Manhattan Re Ins Co,1997,0
ppauto,12360,Ocean Harbor Cas Ins Co,1988,0
ppauto,12360,Ocean Harbor Cas Ins Co,1989,2338
ppauto,12360,Ocean Harbor Cas Ins Co,1990,4378
ppauto,12360,Ocean Harbor Cas Ins Co,1991,0
ppauto,12360,Ocean Harbor Cas Ins Co,1992,0
ppauto,12360,Ocean Harbor Cas Ins Co,1993,0
ppauto,12360,Ocean Harbor Cas Ins Co,1994,0
ppauto,12360,Ocean Harbor Cas Ins Co,1995,0
ppauto,12360,Ocean Harbor Cas Ins Co,1996,5315
ppauto,12360,Ocean Harbor Cas Ins Co,1997,21083
ppauto,13285,Allegheny Cas Co,1988,10657
ppauto,13285,Allegheny Cas Co,1989,6055
ppauto,13285,Allegheny Cas Co,1990,0
ppauto,13285,Allegheny Cas Co,1991,0
ppauto,13285,Allegheny Cas Co,1992,0
ppauto,13285,Allegheny Cas Co,1993,0
ppauto,13285,Allegheny Cas Co,1994,0
ppauto,13285,Allegheny Cas Co,1995,0
